customer_code;item_code;business;channel;branded_pl;item_group;month;volume;budget_prices
792441;80600;Business A;Retail;Branded;Crackers;2021-01-01;2160;54602.6832
793517;80100;Business A;Retail;Branded;Crackers;2021-01-01;0;0
793517;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793517;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793517;97103;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793517;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760110;67500;Business A;Retail;Branded;Crackers;2021-01-01;3740;33734.8
760110;80100;Business A;Retail;Branded;Crackers;2021-01-01;3500;56385
760110;80500;Business A;Retail;Branded;Cookies;2021-01-01;226;3640.86
760110;80600;Business A;Retail;Branded;Crackers;2021-01-01;1092;22036.56
760807;80100;Business A;Retail;Branded;Crackers;2021-01-01;360;7264.296
793363;78100;Business A;Retail;Private Label;Crackers;2021-01-01;4180;34067
793552;78100;Business A;Retail;Private Label;Crackers;2021-01-01;0;0
793350;78100;Business A;Retail;Private Label;Crackers;2021-01-01;2640;21516
793356;78100;Business A;Retail;Private Label;Crackers;2021-01-01;2640;21516
793352;78100;Business A;Retail;Private Label;Crackers;2021-01-01;3960;32274
793364;78100;Business A;Retail;Private Label;Crackers;2021-01-01;7260;59169
793359;78100;Business A;Retail;Private Label;Crackers;2021-01-01;2640;21516
793366;78100;Business A;Retail;Private Label;Crackers;2021-01-01;3960;32274
793365;78100;Business A;Retail;Private Label;Crackers;2021-01-01;2640;21516
793360;78100;Business A;Retail;Private Label;Crackers;2021-01-01;3300;26895
793357;78100;Business A;Retail;Private Label;Crackers;2021-01-01;1760;14344
793489;78100;Business A;Retail;Private Label;Crackers;2021-01-01;660;5379
793355;78100;Business A;Retail;Private Label;Crackers;2021-01-01;5940;48411
793354;78100;Business A;Retail;Private Label;Crackers;2021-01-01;1760;14344
793361;78100;Business A;Retail;Private Label;Crackers;2021-01-01;3740;30481
793358;78100;Business A;Retail;Private Label;Crackers;2021-01-01;3300;26895
793362;78100;Business A;Retail;Private Label;Crackers;2021-01-01;1760;14344
793473;67500;Business A;Retail;Branded;Crackers;2021-01-01;19580;162514
900030;10041;Business A;Food Service;Branded;Crackers;2021-01-01;123;2185.7924602974
900030;10045;Business A;Food Service;Branded;Stuffing;2021-01-01;0;0
900030;10141;Business A;Food Service;Branded;Crackers;2021-01-01;0;0
900030;15040;Business A;Food Service;Branded;Crackers;2021-01-01;5640;61528.9535683333
900030;20012;Business A;Retail;Branded;Cookies;2021-01-01;4;68.52
900030;20042;Business A;Retail;Branded;Crackers;2021-01-01;2;34.26
900030;30041;Business A;Food Service;Private Label;Crackers;2021-01-01;120;2250.90336774194
900030;50010;Business A;Food Service;Branded;Cookies;2021-01-01;480;6921.3604982699
900030;50015;Business A;Food Service;Branded;Cookies;2021-01-01;400;3813.19944827586
900030;50040;Business A;Food Service;Branded;Cookies;2021-01-01;178;1696.87375448276
900030;60004;Business A;Food Service;Branded;Crackers;2021-01-01;148;1828.76417811321
900030;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
900030;97404;Business B;Food Service;Branded;Muffins;2021-01-01;336;5522.81184
900030;97405;Business B;Food Service;Branded;Muffins;2021-01-01;0;0
900030;97431;Business B;Food Service;Branded;Muffins;2021-01-01;60;986.2164
900030;97524;Business B;Retail;Branded;Crisps;2021-01-01;4;61.76
900030;97526;Business B;Retail;Branded;Crisps;2021-01-01;0;0
793307;15040;Business A;Food Service;Branded;Crackers;2021-01-01;3240;35219.0592
792727;15040;Business A;Food Service;Branded;Crackers;2021-01-01;3120;34018.051405
792727;50040;Business A;Food Service;Branded;Cookies;2021-01-01;320;3060.93138
792551;15040;Business A;Food Service;Branded;Crackers;2021-01-01;2760;30001.4208
792551;50010;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
792551;50040;Business A;Food Service;Branded;Cookies;2021-01-01;320;3050.112
700391;15040;Business A;Food Service;Branded;Crackers;2021-01-01;10560;115049.333297349
700391;50010;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
900009;15040;Business A;Food Service;Branded;Crackers;2021-01-01;11880;129896.669255294
900009;30040;Business A;Food Service;Branded;Crackers;2021-01-01;190;3848.754
900009;50010;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
900008;10041;Business A;Food Service;Branded;Crackers;2021-01-01;0;0
900008;15040;Business A;Food Service;Branded;Crackers;2021-01-01;7080;78039.547092
900008;50010;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
900008;50040;Business A;Food Service;Branded;Cookies;2021-01-01;331;3154.9596
760827;15040;Business A;Food Service;Branded;Crackers;2021-01-01;8400;93038.2795808219
760827;50015;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
760827;50040;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
792860;15040;Business A;Food Service;Branded;Crackers;2021-01-01;288;3679.6032
793415;10041;Business A;Food Service;Branded;Crackers;2021-01-01;0;0
793415;15040;Business A;Food Service;Branded;Crackers;2021-01-01;0;0
792960;17171;Business A;Retail;Private Label;Crackers;2021-01-01;7716.04938271605;64043.2098765432
792552;50015;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
792552;80100;Business A;Retail;Branded;Crackers;2021-01-01;0;0
792552;80200;Business A;Retail;Branded;Plain Bread;2021-01-01;0;0
792552;80500;Business A;Retail;Branded;Cookies;2021-01-01;0;0
700205;20012;Business A;Retail;Branded;Cookies;2021-01-01;16;313.44768
700205;20042;Business A;Retail;Branded;Crackers;2021-01-01;16;313.44768
792710;97969;Business B;Retail;Private Label;Muffins;2021-01-01;420;6619.2
792710;97970;Business B;Retail;Private Label;Crisps;2021-01-01;420;6619.2
792710;97971;Business B;Retail;Private Label;Muffins;2021-01-01;210;3309.6
792710;97972;Business B;Retail;Private Label;Crisps;2021-01-01;420;6619.2
792399;80100;Business A;Retail;Branded;Crackers;2021-01-01;0;0
792399;80600;Business A;Retail;Branded;Crackers;2021-01-01;0;0
792399;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
792399;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
792399;97102;Business B;Retail;Branded;Muffins;2021-01-01;0;0
792399;97103;Business B;Retail;Branded;Muffins;2021-01-01;0;0
792399;97128;Business B;Retail;Branded;Muffins;2021-01-01;0;0
792399;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
792399;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
792399;97519;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793313;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793313;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793313;97128;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793313;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793313;97524;Business B;Retail;Branded;Crisps;2021-01-01;0;0
793292;68500;Business A;Retail;Private Label;Crackers;2021-01-01;0;0
793292;68505;Business A;Retail;Private Label;Crackers;2021-01-01;0;0
NA;68500;Business A;Retail;Private Label;Crackers;2021-01-01;0;0
NA;68505;Business A;Retail;Private Label;Crackers;2021-01-01;0;0
760150;20042;Business A;Retail;Branded;Crackers;2021-01-01;320;6875.7312
793561;20042;Business A;Retail;Branded;Crackers;2021-01-01;0;0
793062;97162;Business B;Food Service;Branded;Muffins;2021-01-01;0;0
700113;10045;Business A;Food Service;Branded;Stuffing;2021-01-01;0;0
700113;10047;Business A;Food Service;Branded;Stuffing;2021-01-01;0;0
700113;15040;Business A;Food Service;Branded;Crackers;2021-01-01;1920;24530.688
700113;15070;Business A;Food Service;Private Label;Crackers;2021-01-01;960;10192.5818181818
700229;15040;Business A;Food Service;Branded;Crackers;2021-01-01;672;8585.7408
700229;15070;Business A;Food Service;Private Label;Crackers;2021-01-01;840;8542.8
800150;15040;Business A;Food Service;Branded;Crackers;2021-01-01;288;3679.6032
800150;15070;Business A;Food Service;Private Label;Crackers;2021-01-01;144;1464.48
761332;15040;Business A;Food Service;Branded;Crackers;2021-01-01;576;7359.2064
761332;15070;Business A;Food Service;Private Label;Crackers;2021-01-01;576;5857.92
792894;15040;Business A;Food Service;Branded;Crackers;2021-01-01;192;2453.0688
792894;15070;Business A;Food Service;Private Label;Crackers;2021-01-01;192;1952.64
761307;15040;Business A;Food Service;Branded;Crackers;2021-01-01;768;9812.2752
761307;15070;Business A;Food Service;Private Label;Crackers;2021-01-01;864;8786.88
761746;15040;Business A;Food Service;Branded;Crackers;2021-01-01;480;6132.672
761746;15070;Business A;Food Service;Private Label;Crackers;2021-01-01;480;4881.6
790918;15040;Business A;Food Service;Branded;Crackers;2021-01-01;192;2453.0688
790918;15070;Business A;Food Service;Private Label;Crackers;2021-01-01;480;4881.6
790919;15040;Business A;Food Service;Branded;Crackers;2021-01-01;288;3679.6032
790919;15070;Business A;Food Service;Private Label;Crackers;2021-01-01;480;4881.6
792664;15040;Business A;Food Service;Branded;Crackers;2021-01-01;0;0
760175;80100;Business A;Retail;Branded;Crackers;2021-01-01;1360;22505.9328
760175;80600;Business A;Retail;Branded;Crackers;2021-01-01;960;26928
760175;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760822;80100;Business A;Retail;Branded;Crackers;2021-01-01;0;0
760822;80500;Business A;Retail;Branded;Cookies;2021-01-01;0;0
791305;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791305;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791305;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791305;97254;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791305;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791305;97519;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791305;97524;Business B;Retail;Branded;Crisps;2021-01-01;0;0
791305;97551;Business B;Retail;Branded;Crisps;2021-01-01;0;0
791305;97568;Business B;Retail;Branded;Crisps;2021-01-01;0;0
793513;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793513;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793513;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793513;97254;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793513;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793513;97519;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793513;97524;Business B;Retail;Branded;Crisps;2021-01-01;56;729.6744
793513;97551;Business B;Retail;Branded;Crisps;2021-01-01;18;234.5382
793513;97568;Business B;Retail;Branded;Crisps;2021-01-01;0;0
791307;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791307;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791307;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791307;97254;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791307;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791307;97519;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791307;97524;Business B;Retail;Branded;Crisps;2021-01-01;24;312.7176
791307;97551;Business B;Retail;Branded;Crisps;2021-01-01;8;104.2392
791307;97568;Business B;Retail;Branded;Crisps;2021-01-01;0;0
793375;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793375;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793375;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793375;97254;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793375;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793375;97519;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793375;97524;Business B;Retail;Branded;Crisps;2021-01-01;28;364.8372
793375;97551;Business B;Retail;Branded;Crisps;2021-01-01;10;130.299
793375;97568;Business B;Retail;Branded;Crisps;2021-01-01;0;0
791308;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791308;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791308;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791308;97254;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791308;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791308;97519;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791308;97524;Business B;Retail;Branded;Crisps;2021-01-01;42;547.2558
791308;97551;Business B;Retail;Branded;Crisps;2021-01-01;14;182.4186
791308;97568;Business B;Retail;Branded;Crisps;2021-01-01;0;0
791306;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791306;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791306;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791306;97254;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791306;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791306;97519;Business B;Retail;Branded;Muffins;2021-01-01;0;0
791306;97524;Business B;Retail;Branded;Crisps;2021-01-01;150;1954.485
791306;97551;Business B;Retail;Branded;Crisps;2021-01-01;50;651.495
791306;97568;Business B;Retail;Branded;Crisps;2021-01-01;0;0
793503;97100;Business B;Retail;Branded;Muffins;2021-01-01;200;4335.864
793503;97101;Business B;Retail;Branded;Muffins;2021-01-01;100;2167.932
793503;97102;Business B;Retail;Branded;Muffins;2021-01-01;150;3251.898
793503;97103;Business B;Retail;Branded;Muffins;2021-01-01;50;1069
793503;97128;Business B;Retail;Branded;Muffins;2021-01-01;66;1430.83512
793503;97153;Business B;Retail;Branded;Muffins;2021-01-01;48;1343.3472
793503;97501;Business B;Retail;Branded;Muffins;2021-01-01;50;1069
793503;97519;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793503;97524;Business B;Retail;Branded;Crisps;2021-01-01;0;0
793503;97526;Business B;Retail;Branded;Crisps;2021-01-01;0;0
793564;50040;Business A;Food Service;Branded;Cookies;2021-01-01;960;11496.3264
793255;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793255;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793010;31087;Business A;Retail;Private Label;Crackers;2021-01-01;0;0
793010;97100;Business B;Retail;Branded;Muffins;2021-01-01;420;7778.4
793010;97101;Business B;Retail;Branded;Muffins;2021-01-01;222;4111.44
793010;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793010;97567;Business B;Retail;Branded;Crisps;2021-01-01;52;963.04
792972;97100;Business B;Retail;Branded;Muffins;2021-01-01;336;5601.12
792972;97101;Business B;Retail;Branded;Muffins;2021-01-01;210;3500.7
792972;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
792550;20012;Business A;Retail;Branded;Cookies;2021-01-01;140;2839.2
792550;20042;Business A;Retail;Branded;Crackers;2021-01-01;56;1135.68
792550;80100;Business A;Retail;Branded;Crackers;2021-01-01;120;2032.06
792550;97100;Business B;Retail;Branded;Muffins;2021-01-01;420;7000.56
792550;97101;Business B;Retail;Branded;Muffins;2021-01-01;210;3889.2
792550;97102;Business B;Retail;Branded;Muffins;2021-01-01;50;926
792550;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
792550;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793559;80100;Business A;Retail;Branded;Crackers;2021-01-01;0;0
793559;97100;Business B;Retail;Branded;Muffins;2021-01-01;154;2722.44
793559;97101;Business B;Retail;Branded;Muffins;2021-01-01;126;2333.52
793559;97128;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793559;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793559;97524;Business B;Retail;Branded;Crisps;2021-01-01;0;0
760195;80100;Business A;Retail;Branded;Crackers;2021-01-01;900;18252
760195;97100;Business B;Retail;Branded;Muffins;2021-01-01;840;14002.8
760195;97101;Business B;Retail;Branded;Muffins;2021-01-01;420;7001.4
760195;97128;Business B;Retail;Branded;Muffins;2021-01-01;450;7501.5
760195;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760195;97187;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760195;97501;Business B;Retail;Branded;Muffins;2021-01-01;300;5001
760195;97506;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760195;97524;Business B;Retail;Branded;Crisps;2021-01-01;306;5101.02
760200;20012;Business A;Retail;Branded;Cookies;2021-01-01;0;0
760200;20042;Business A;Retail;Branded;Crackers;2021-01-01;0;0
760200;66500;Business A;Retail;Branded;Crackers;2021-01-01;12;439.34
760200;67500;Business A;Retail;Branded;Crackers;2021-01-01;0;0
760200;80100;Business A;Retail;Branded;Crackers;2021-01-01;1080;21902.4
760200;80601;Business A;Retail;Branded;Crackers;2021-01-01;0;0
760200;97100;Business B;Retail;Branded;Muffins;2021-01-01;840;15774.5952
760200;97101;Business B;Retail;Branded;Muffins;2021-01-01;420;7778.4
760200;97102;Business B;Retail;Branded;Muffins;2021-01-01;200;3528
760200;97103;Business B;Retail;Branded;Muffins;2021-01-01;16;296.32
760200;97128;Business B;Retail;Branded;Muffins;2021-01-01;200;3755.856
760200;97153;Business B;Retail;Branded;Muffins;2021-01-01;48;1160.16
760200;97501;Business B;Retail;Branded;Muffins;2021-01-01;20;370.4
760200;97506;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760200;97508;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760200;97519;Business B;Retail;Branded;Muffins;2021-01-01;100;1852
760200;97524;Business B;Retail;Branded;Crisps;2021-01-01;340;6296.8
760200;97567;Business B;Retail;Branded;Crisps;2021-01-01;20;370.4
760200;97568;Business B;Retail;Branded;Crisps;2021-01-01;20;370.4
793576;15040;Business A;Food Service;Branded;Crackers;2021-01-01;192;1942.08
793576;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793576;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760393;15040;Business A;Food Service;Branded;Crackers;2021-01-01;0;0
760393;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760393;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760320;20012;Business A;Retail;Branded;Cookies;2021-01-01;0;0
760320;20042;Business A;Retail;Branded;Crackers;2021-01-01;0;0
760320;80100;Business A;Retail;Branded;Crackers;2021-01-01;0;0
760320;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793120;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793120;97101;Business B;Retail;Branded;Muffins;2021-01-01;42;777.84
793120;97102;Business B;Retail;Branded;Muffins;2021-01-01;100;1852
793120;97103;Business B;Retail;Branded;Muffins;2021-01-01;84;1555.68
793120;97128;Business B;Retail;Branded;Muffins;2021-01-01;50;926
793120;97506;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793121;31087;Business A;Retail;Private Label;Crackers;2021-01-01;0;0
793121;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793121;97153;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793121;97567;Business B;Retail;Branded;Crisps;2021-01-01;0;0
793122;31087;Business A;Retail;Private Label;Crackers;2021-01-01;0;0
793122;97100;Business B;Retail;Branded;Muffins;2021-01-01;210;3756.2616
793122;97101;Business B;Retail;Branded;Muffins;2021-01-01;42;751.25232
793122;97128;Business B;Retail;Branded;Muffins;2021-01-01;26;488.26128
793122;97153;Business B;Retail;Branded;Muffins;2021-01-01;24;588.15042
793351;62500;Business A;Retail;Private Label;Crackers;2021-01-01;660;6424.704
793392;62500;Business A;Retail;Private Label;Crackers;2021-01-01;440;4283.136
793580;62500;Business A;Retail;Private Label;Crackers;2021-01-01;0;0
793199;66500;Business A;Retail;Branded;Crackers;2021-01-01;0;0
793199;67500;Business A;Retail;Branded;Crackers;2021-01-01;220;3366.2772
793199;80100;Business A;Retail;Branded;Crackers;2021-01-01;360;9093.1464
793237;50040;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
760225;80100;Business A;Retail;Branded;Crackers;2021-01-01;0;0
760225;80600;Business A;Retail;Branded;Crackers;2021-01-01;0;0
792773;15040;Business A;Food Service;Branded;Crackers;2021-01-01;0;0
792773;50040;Business A;Food Service;Branded;Cookies;2021-01-01;160;1460.16
761920;80100;Business A;Retail;Branded;Crackers;2021-01-01;0;0
761920;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
761920;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
761920;97103;Business B;Retail;Branded;Muffins;2021-01-01;0;0
761920;97128;Business B;Retail;Branded;Muffins;2021-01-01;0;0
761920;97404;Business B;Food Service;Branded;Muffins;2021-01-01;0;0
761920;97405;Business B;Food Service;Branded;Muffins;2021-01-01;0;0
761920;97431;Business B;Food Service;Branded;Muffins;2021-01-01;0;0
761920;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
761920;97519;Business B;Retail;Branded;Muffins;2021-01-01;0;0
793229;15040;Business A;Food Service;Branded;Crackers;2021-01-01;0;0
793527;50015;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
793543;50015;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
793442;50015;Business A;Food Service;Branded;Cookies;2021-01-01;0;0
760230;80100;Business A;Retail;Branded;Crackers;2021-01-01;0;0
760230;97100;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760230;97101;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760230;97102;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760230;97103;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760230;97128;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760230;97501;Business B;Retail;Branded;Muffins;2021-01-01;0;0
760230;97524;Business B;Retail;Branded;Crisps;2021-01-01;0;0
760230;97551;Business B;Retail;Branded;Crisps;2021-01-01;0;0
792871;67500;Business A;Retail;Branded;Crackers;2021-01-01;0;0
